HOME_WON,H_ELO,A_ELO,H_NB_WIN,A_NB_WIN,H_PCT_3PT_L10,A_PCT_3PT_L10,H_PCT_LANCER_FRANC_L10,A_PCT_LANCER_FRANC_L10,H_PCT_TIR_REUSSI_L10,A_PCT_TIR_REUSSI_L10,H_PIE_L10,A_PIE_L10,H_assistPercentage_L10,A_assistPercentage_L10,H_assistRatio_L10,A_assistRatio_L10,H_assistToTurnover_L10,A_assistToTurnover_L10,H_defensiveRating_L10,A_defensiveRating_L10,H_effectiveFieldGoalPercentage_L10,A_effectiveFieldGoalPercentage_L10,H_estimatedDefensiveRating_L10,A_estimatedDefensiveRating_L10,H_estimatedNetRating_L10,A_estimatedNetRating_L10,H_estimatedOffensiveRating_L10,A_estimatedOffensiveRating_L10,H_estimatedPace_L10,A_estimatedPace_L10,H_estimatedTeamTurnoverPercentage_L10,A_estimatedTeamTurnoverPercentage_L10,H_netRating_L10,A_netRating_L10,H_offensiveRating_L10,A_offensiveRating_L10,H_pacePer40_L10,A_pacePer40_L10,H_pace_L10,A_pace_L10,H_trueShootingPercentage_L10,A_trueShootingPercentage_L10,H_turnoverRatio_L10,A_turnoverRatio_L10
0,1545.418,1367.7906,3,1,0.2748,0.29325,0.6456,0.8170000000000001,0.422,0.43575,0.4801999999999999,0.4765,0.5454000000000001,0.4962499999999999,14.439999999999998,14.075,1.474,1.0675,103.36,100.04999999999998,0.4497999999999999,0.47925,100.56,98.1,-4.560000000000001,-1.45,96.0,96.675,94.156,95.415,14.74,17.619,-4.16,-2.55,99.2,97.475,76.082,78.3325,91.3,94.0,0.4948,0.5165,15.22,17.775000000000002
1,1481.9783,1607.224,5,2,0.4044,0.3252,0.7474000000000001,0.7030000000000001,0.4528,0.4336,0.6426000000000001,0.4614,0.6300000000000001,0.4762,16.880000000000003,13.36,1.17,1.116,90.01999999999998,105.04,0.51,0.4732,86.4,101.84,13.32,0.1800000000000002,99.72,102.02,96.756,92.88,19.4162,16.2652,11.56,-1.7399999999999998,101.6,103.3,78.25,75.834,93.9,91.0,0.553,0.515,19.78,16.44
0,1463.374,1365.9064,3,1,0.4138,0.2738,0.6961999999999999,0.7842,0.4748,0.4542,0.5356,0.4761999999999999,0.492,0.4618,15.18,13.06,1.1780000000000002,0.842,96.56,100.78,0.524,0.4862,94.58,99.38,7.12,-5.4,101.68,93.98,99.718,94.728,16.912200000000002,20.8576,7.280000000000001,-5.0,103.86,95.76000000000002,81.314,77.584,97.578,93.1,0.5484,0.5282,17.34,21.24
1,1370.1068,1448.3662,3,2,0.3349999999999999,0.2994,0.6628000000000001,0.7812,0.4718,0.4105999999999999,0.475,0.4384,0.5902,0.5014,17.080000000000002,13.74,1.2660000000000002,1.23,105.3,100.78,0.514,0.4448,103.18,96.66,-3.78,-3.960000000000001,99.4,92.7,105.376,98.508,18.284,16.1424,-3.8400000000000007,-4.720000000000001,101.46,96.08,85.916,78.75,103.1,94.5,0.5429999999999999,0.4846,18.74,16.740000000000002
1,1528.5015,1458.9458,1,2,0.4227499999999999,0.3684999999999999,0.70875,0.7605,0.4345,0.4455,0.4475,0.49875,0.6525000000000001,0.6535,17.950000000000003,17.575,1.6475,1.54,108.95,102.65,0.50375,0.48575,105.85,100.825,-2.6000000000000005,-1.7000000000000002,103.3,99.15,100.58,97.26,16.9665,15.702,-3.925,-2.1000000000000005,105.025,100.55,81.875,79.78999999999999,98.25,95.75,0.5327500000000001,0.5289999999999999,17.224999999999998,15.95
0,1632.0886,1415.3909,2,3,0.2655,0.2595,0.7204999999999999,0.81375,0.4495,0.43175,0.4842499999999999,0.4915,0.495,0.5117499999999999,13.9,13.725,0.985,0.975,98.7,96.275,0.4845,0.46275,98.85,95.225,1.0749999999999995,1.5500000000000005,99.9,96.85,96.4775,101.355,18.84525,18.304,3.45,1.1000000000000003,102.15,97.4,79.5675,83.75,95.48,100.5,0.52675,0.524,19.275,18.45
1,1480.7435,1509.1942,1,0,0.251,0.2142,0.85625,0.6950000000000001,0.4095,0.4164,0.4595,0.4164,0.6365000000000001,0.5236000000000001,16.225,13.32,1.1625,0.868,103.25,102.5,0.4375,0.4406,101.375,102.46,-8.05,-10.42,93.32500000000002,92.02,96.475,97.08,19.24825,20.602,-7.75,-8.78,95.475,93.72,78.75,80.084,94.5,96.1,0.495,0.4846,19.675,21.0
1,1537.0171,1493.0049,3,3,0.3037999999999999,0.4062,0.7889999999999999,0.8352,0.4064,0.4591999999999999,0.5324000000000001,0.5064,0.6401999999999999,0.5919999999999999,16.2,17.32,1.4420000000000002,1.652,95.54,104.68,0.4469999999999999,0.5156,96.02,103.64,0.4799999999999997,4.42,96.5,108.02,102.778,102.332,15.1522,15.31,3.999999999999999,3.460000000000001,99.52,108.16,84.398,84.75,101.278,101.7,0.5065999999999999,0.5650000000000001,15.68,15.299999999999995
1,1504.2175,1433.1322,2,3,0.4714,0.4045,0.8156000000000001,0.7298333333333332,0.4326,0.412,0.5092000000000001,0.439,0.587,0.6325000000000001,16.22,16.650000000000002,1.444,1.47,102.01999999999998,105.16666666666664,0.4711999999999999,0.4745000000000001,100.82,103.85,0.5399999999999995,-7.733333333333333,101.34,96.1,94.936,103.91333333333334,15.142599999999998,15.691833333333332,0.6999999999999996,-6.116666666666667,102.7,99.06666666666666,78.084,84.72166666666666,93.7,101.66666666666669,0.5212,0.509,15.34,16.21666666666667
1,1601.6272,1666.994,4,4,0.3826,0.4658,0.7194,0.716,0.4754,0.504,0.5242000000000001,0.6072,0.5893999999999999,0.6676,18.42,19.84,1.764,1.448,99.06,93.66,0.5136,0.5776,96.08,91.16,4.82,15.7,100.92,106.86,99.84,105.648,13.9714,19.4528,2.64,12.04,101.66,105.68,81.584,87.25,97.9,104.7,0.5356,0.601,14.06,19.26
1,1571.2249,1414.3354,3,1,0.3419999999999999,0.425,0.716,0.71675,0.457,0.426,0.5176000000000001,0.46,0.5066,0.5609999999999999,14.579999999999998,15.575,1.052,1.6275,97.82,105.4,0.5104,0.4755,96.3,103.42499999999998,3.0400000000000014,-6.275,99.38,97.15,98.348,99.825,18.4662,15.64375,2.38,-5.300000000000001,100.2,100.1,80.916,81.25,97.1,97.5,0.541,0.5085,18.68,16.1
1,1419.7626,1451.6138,2,1,0.4167499999999999,0.322,0.7477499999999999,0.8105,0.451,0.4115,0.4947499999999999,0.4285,0.59975,0.5347500000000001,17.7,14.325,2.0775,1.33,108.675,107.5,0.507,0.4575,108.075,106.075,-2.1500000000000004,-6.800000000000001,105.925,99.25,98.455,95.02,12.9135,14.91575,-0.2249999999999996,-6.250000000000001,108.475,101.25,80.83500000000001,77.9175,97.0,93.5,0.5405,0.51075,13.175,15.15
1,1469.8302,1478.9169,2,0,0.3264999999999999,0.2368333333333333,0.7316666666666668,0.6858333333333334,0.4271666666666667,0.3959999999999999,0.4568333333333333,0.3876666666666667,0.4801666666666667,0.5563333333333333,13.35,13.383333333333333,1.096666666666667,0.9,105.16666666666669,102.8,0.4663333333333333,0.423,101.35,102.76666666666664,-0.5999999999999998,-13.4,100.73333333333332,89.35000000000001,92.49,96.65,16.549166666666665,20.119666666666664,-2.4166666666666665,-11.616666666666667,102.75,91.18333333333334,75.0,79.65333333333334,90.0,95.58333333333331,0.5086666666666667,0.4671666666666667,16.866666666666667,20.55
1,1361.0294,1488.4185,2,3,0.3698,0.3781666666666667,0.6738000000000001,0.6893333333333334,0.4673999999999999,0.462,0.5182,0.5261666666666667,0.687,0.506,19.660000000000004,15.0,2.024,1.14,106.02,96.43333333333334,0.5192,0.507,105.4,94.21666666666664,-0.6200000000000001,5.4,104.78,99.6,100.228,99.615,13.533800000000005,17.434833333333334,-0.4200000000000001,5.716666666666668,105.6,102.16666666666669,83.00200000000001,80.95666666666666,99.6,97.14833333333333,0.5516,0.5345,13.62,17.96666666666667
0,1610.2854,1522.8671,2,6,0.3447999999999999,0.3846666666666667,0.7464,0.7583333333333333,0.4496,0.4543333333333333,0.492,0.6298333333333334,0.635,0.6176666666666667,17.2,16.816666666666666,1.432,1.1833333333333331,102.86,91.68333333333332,0.4886000000000001,0.5083333333333333,101.12,87.71666666666665,-2.68,11.85,98.48,99.58333333333331,97.932,95.71999999999998,16.641,19.0775,-2.4200000000000004,10.6,100.44,102.3,80.13399999999999,77.01333333333334,96.162,92.41666666666669,0.5304,0.55,17.020000000000003,19.58333333333333
1,1454.5837,1363.8893,2,4,0.3071666666666666,0.3346666666666666,0.77,0.682,0.3976666666666666,0.4725,0.4301666666666667,0.4976666666666666,0.5399999999999999,0.596,14.216666666666669,17.433333333333334,1.2866666666666668,1.3,101.2,102.06666666666666,0.4345,0.5146666666666667,97.40000000000002,100.26666666666668,-5.866666666666667,-0.583333333333333,91.53333333333336,99.68333333333334,97.51666666666664,103.24,15.983833333333331,18.2845,-6.833333333333333,-0.3000000000000007,94.38333333333333,101.76666666666664,78.33333333333333,84.30499999999999,94.0,101.16666666666669,0.4723333333333333,0.5415,16.483333333333334,18.73333333333333
0,1468.251,1692.4447,4,2,0.4341666666666667,0.252,0.7490000000000001,0.7881666666666667,0.5073333333333334,0.4381666666666666,0.5488333333333333,0.4836666666666666,0.7498333333333335,0.478,21.6,13.2,1.721666666666667,0.99,105.3,99.6,0.5731666666666666,0.4664999999999999,103.96666666666668,97.68333333333334,5.216666666666666,-3.966666666666667,109.16666666666669,93.71666666666664,95.54333333333334,95.45666666666666,17.556166666666666,19.243666666666662,6.083333333333333,-3.8166666666666655,111.4,95.76666666666668,78.33166666666666,77.84833333333334,94.0,93.41666666666669,0.6081666666666666,0.5113333333333333,17.900000000000002,19.63333333333333
0,1583.5537,1573.8627,4,3,0.3266666666666666,0.348,0.6993333333333333,0.7383333333333333,0.4785000000000001,0.4801666666666666,0.578,0.5145,0.4926666666666666,0.6475,13.566666666666668,18.71666666666667,0.9366666666666664,1.715,102.68333333333332,110.65,0.5335,0.5365,99.65,108.28333333333336,7.783333333333332,1.6,107.41666666666669,109.86666666666667,101.71,100.22666666666667,19.00733333333333,15.729833333333334,5.3,1.8500000000000008,107.96666666666664,112.5,83.19500000000001,81.73666666666666,99.83333333333331,98.08333333333331,0.5831666666666667,0.5758333333333333,19.116666666666664,16.066666666666666
1,1599.2504,1576.9496,2,4,0.3308,0.4548333333333333,0.7774000000000001,0.73,0.4655999999999999,0.488,0.4713999999999999,0.5923333333333334,0.584,0.6483333333333333,16.82,18.933333333333334,1.2440000000000002,1.34,106.94,92.28333333333332,0.498,0.5588333333333333,105.96,90.05000000000001,-7.080000000000001,12.8,98.88,102.84999999999998,94.738,102.98333333333332,18.3278,19.939166666666665,-5.04,9.816666666666666,101.93999999999998,102.08333333333331,77.32,85.0,92.784,102.0,0.5404,0.5826666666666667,18.86,19.83333333333333
0,1529.7153,1448.3724,2,3,0.40775,0.4143333333333334,0.79125,0.8071666666666667,0.454,0.4641666666666666,0.49775,0.4955,0.61075,0.5728333333333332,17.35,17.01666666666667,1.705,1.5716666666666663,104.5,106.96666666666664,0.50275,0.5203333333333333,104.75,105.46666666666668,-1.1500000000000004,2.4666666666666663,103.625,107.91666666666669,93.525,102.09333333333332,15.76775,15.7405,-0.0750000000000001,1.5166666666666675,104.4,108.5,77.60249999999999,84.23666666666666,93.125,101.08333333333331,0.54925,0.5640000000000001,16.075,15.816666666666665
0,1458.6821,1412.6942,1,3,0.3122,0.4204,0.8218,0.776,0.413,0.4584,0.4188,0.5197999999999999,0.539,0.6234,14.7,18.380000000000003,1.4280000000000002,1.992,108.12,106.3,0.4566,0.5156000000000001,107.0,105.5,-8.540000000000001,1.3799999999999997,98.44,106.88,94.968,97.716,14.2338,13.951,-7.760000000000001,2.5800000000000005,100.36,108.9,78.0,80.334,93.6,96.4,0.5068,0.5506,14.46,14.160000000000002
0,1669.3708,1553.0413,2,5,0.327,0.3626666666666667,0.7648,0.6828333333333333,0.442,0.4615,0.4896,0.5171666666666668,0.516,0.5933333333333333,15.080000000000002,17.98333333333333,1.27,1.6966666666666663,100.26,96.56666666666666,0.49,0.4986666666666666,97.8,93.86666666666666,1.02,4.3,98.84,98.18333333333334,95.148,98.14333333333332,16.6494,14.237666666666668,-0.0599999999999997,2.4166666666666665,100.18,98.95,77.75,80.27833333333334,93.3,96.33333333333331,0.5206,0.5191666666666667,16.860000000000003,14.333333333333334
1,1464.5802,1638.1086,4,2,0.2782,0.4215999999999999,0.8282,0.7208,0.4356,0.4408,0.5096,0.465,0.5283999999999999,0.6586000000000001,14.2,18.24,1.118,1.648,99.46,107.16,0.4678,0.5076,98.2,103.84,3.66,-0.7600000000000005,101.92,103.1,100.808,100.588,17.3138,16.68,2.72,-2.4,102.2,104.76,83.334,81.80199999999999,100.0,98.162,0.5366,0.5388,17.419999999999998,16.919999999999998
1,1443.001,1427.7441,4,3,0.36,0.4483333333333334,0.7268333333333333,0.8085,0.4611666666666667,0.4333333333333333,0.5283333333333334,0.5263333333333334,0.5096666666666667,0.5988333333333332,14.683333333333332,16.7,1.0516666666666667,1.6666666666666667,97.86666666666667,99.76666666666664,0.5146666666666667,0.4683333333333333,96.55,99.18333333333332,4.150000000000001,2.183333333333333,100.73333333333336,101.35,99.57333333333334,94.79,18.530833333333334,14.203166666666666,3.5666666666666664,2.3166666666666664,101.41666666666669,102.08333333333331,82.08333333333333,78.47333333333334,98.5,94.16666666666669,0.5486666666666666,0.517,18.71666666666667,14.333333333333334
0,1500.3066,1494.3488,3,4,0.3918571428571428,0.3198333333333333,0.719,0.8019999999999999,0.4085714285714285,0.4155,0.4317142857142856,0.5368333333333334,0.6297142857142858,0.6391666666666665,16.45714285714286,16.533333333333335,1.4542857142857142,1.4900000000000002,104.28571428571426,97.98333333333332,0.4674285714285714,0.4568333333333332,103.5,97.91666666666669,-8.114285714285714,1.6166666666666665,95.37142857142858,99.51666666666668,102.50571428571428,102.465,15.590571428571428,15.097166666666666,-6.728571428571429,4.699999999999998,97.55714285714284,102.66666666666669,84.10714285714286,83.94333333333334,100.92857142857144,100.73166666666668,0.5027142857142858,0.5168333333333334,15.985714285714286,15.616666666666667
0,1492.153,1360.1674,3,3,0.2706666666666666,0.3608333333333333,0.6768333333333333,0.6791666666666667,0.4196666666666666,0.4691666666666665,0.4765,0.5366666666666667,0.5243333333333334,0.7120000000000001,13.883333333333333,20.48333333333333,1.3733333333333333,2.148333333333333,104.63333333333334,104.33333333333331,0.4471666666666666,0.5178333333333334,101.71666666666664,103.66666666666669,-5.616666666666668,0.3999999999999999,96.1,104.06666666666666,94.14333333333332,100.39,14.937333333333331,13.372000000000002,-5.116666666666667,1.3499999999999996,99.51666666666664,105.68333333333334,75.97166666666666,82.78000000000002,91.16666666666669,99.33333333333331,0.4973333333333333,0.5485,15.466666666666669,13.566666666666665
1,1588.1344,1617.6516,7,3,0.4011428571428572,0.3398333333333332,0.7571428571428571,0.7745000000000001,0.4555714285714285,0.4766666666666666,0.6167142857142858,0.5071666666666667,0.6221428571428572,0.5858333333333333,17.142857142857142,17.166666666666668,1.2785714285714285,1.2816666666666667,93.18571428571428,104.58333333333331,0.508,0.5088333333333334,89.47142857142856,103.53333333333332,10.985714285714284,-2.950000000000001,100.45714285714288,100.58333333333331,95.0342857142857,95.40166666666666,18.39742857142857,18.135166666666667,9.714285714285714,-0.9166666666666666,102.92857142857144,103.7,76.66571428571429,77.83666666666666,92.0,93.40333333333336,0.5487142857142857,0.5503333333333333,18.842857142857145,18.666666666666668
0,1690.4374,1449.916,4,6,0.345,0.3721428571428571,0.708857142857143,0.7091428571428571,0.4728571428571428,0.4725714285714286,0.4959999999999999,0.5458571428571429,0.5838571428571429,0.5852857142857142,17.2,17.942857142857143,1.2942857142857145,1.6957142857142855,102.85714285714286,96.3,0.5168571428571429,0.5157142857142857,101.08571428571427,93.7285714285714,-0.6571428571428568,8.799999999999999,100.42857142857144,102.55714285714286,102.61285714285717,97.62,17.951,14.196285714285713,-0.1000000000000006,6.4,102.75714285714284,102.67142857142856,83.73857142857142,80.12,100.48714285714286,96.14285714285714,0.5459999999999999,0.5411428571428571,18.41428571428572,14.214285714285714
1,1357.2949,1477.7032,3,3,0.284,0.3914285714285714,0.7827142857142857,0.6702857142857143,0.4494285714285714,0.4621428571428572,0.4792857142857142,0.504,0.4842857142857144,0.5164285714285715,13.900000000000002,15.271428571428572,1.0928571428571427,1.1514285714285717,102.82857142857144,97.81428571428572,0.4817142857142857,0.5077142857142858,100.81428571428572,95.11428571428571,-4.185714285714286,3.842857142857144,96.62857142857142,98.94285714285716,95.33714285714288,99.84142857142858,18.55042857142857,17.543714285714287,-3.5,3.4428571428571435,99.32857142857144,101.27142857142856,77.56000000000002,81.05857142857143,93.07142857142856,97.27,0.5224285714285715,0.5328571428571428,19.0,18.028571428571432
1,1368.557,1520.1075,2,3,0.2758,0.3231428571428571,0.829,0.7684285714285715,0.4332,0.4052857142857143,0.5188,0.4421428571428572,0.6460000000000001,0.5498571428571428,16.98,14.657142857142858,1.178,1.312857142857143,98.3,102.27142857142856,0.4598,0.446,96.3,98.47142857142858,-0.7800000000000005,-4.871428571428572,95.52,93.6,96.08,97.70714285714284,19.9148,15.96685714285714,-1.0399999999999998,-6.014285714285714,97.24,96.27142857142856,78.5,78.62,94.2,94.3442857142857,0.5128,0.4838571428571429,20.26,16.428571428571427
1,1490.8367,1557.2981,4,3,0.3184285714285714,0.337,0.6894285714285714,0.7502857142857143,0.4742857142857143,0.435,0.5594285714285714,0.4792857142857142,0.508,0.4937142857142857,13.957142857142856,13.957142857142856,0.97,1.2142857142857142,104.27142857142856,104.42857142857144,0.5278571428571429,0.4771428571428571,101.15714285714286,101.07142857142856,4.657142857142857,2.628571428571429,105.78571428571428,103.68571428571428,101.10857142857142,92.58571428571427,18.91914285714285,15.994142857142856,2.5714285714285707,1.6999999999999995,106.82857142857142,106.12857142857142,82.5,75.11857142857143,99.0,90.14285714285714,0.5745714285714286,0.5217142857142857,19.11428571428571,16.342857142857145
0,1557.8162,1457.9104,0,1,0.2268571428571428,0.4128,0.706857142857143,0.7375999999999999,0.4025714285714286,0.4307999999999999,0.3874285714285715,0.4516,0.5608571428571428,0.5431999999999999,13.785714285714286,15.080000000000002,0.95,1.472,106.17142857142856,105.81999999999998,0.4284285714285714,0.4804,105.42857142857142,104.23999999999998,-14.62857142857143,-6.959999999999999,90.78571428571428,97.28,96.15142857142855,101.0,19.74185714285714,16.313,-13.728571428571428,-6.140000000000001,92.44285714285716,99.7,79.10714285714286,82.584,94.92857142857144,99.1,0.4747142857142857,0.5184,20.12857142857143,16.68
1,1409.3708,1471.9656,4,2,0.4253333333333333,0.2834,0.7603333333333334,0.732,0.4551666666666666,0.4453999999999999,0.5299999999999999,0.471,0.6351666666666667,0.5088,18.53333333333333,14.32,1.98,1.126,105.25,103.23999999999998,0.512,0.4854,104.36666666666667,103.52,3.383333333333333,-1.56,107.73333333333332,101.94,95.75,96.906,14.154666666666666,17.6794,4.083333333333333,0.92,109.35,104.16,78.82000000000001,79.988,94.58333333333331,95.984,0.5461666666666667,0.5284000000000001,14.316666666666668,18.08
1,1525.0079,1600.1183,4,5,0.3518571428571428,0.3455714285714286,0.7198571428571429,0.800142857142857,0.4797142857142856,0.426,0.5198571428571428,0.5527142857142858,0.6434285714285713,0.642,18.72857142857143,16.95714285714286,1.7357142857142855,1.4742857142857144,109.12857142857142,96.58571428571427,0.5352857142857143,0.4692857142857142,106.52857142857144,96.54285714285712,3.3857142857142857,3.8,109.91428571428573,100.34285714285714,99.83714285714288,102.77571428571429,15.542000000000002,15.734714285714286,3.557142857142858,7.242857142857141,112.68571428571428,103.82857142857142,81.25,84.09428571428573,97.5,100.91285714285712,0.5714285714285714,0.525,15.900000000000002,16.32857142857143
1,1438.6611,1682.9924,4,2,0.4435714285714286,0.4218,0.7385714285714287,0.758,0.5172857142857143,0.4397999999999999,0.5485714285714286,0.4726,0.7332857142857144,0.5918,21.557142857142857,16.46,1.8471428571428568,1.524,107.5,102.96,0.5788571428571428,0.4924,105.41428571428573,103.12,5.257142857142857,-3.12,110.65714285714286,100.0,95.41142857142856,93.948,16.601571428571425,16.7362,5.442857142857143,-1.94,112.94285714285716,101.0,77.97428571428573,77.832,93.57142857142856,93.4,0.6127142857142857,0.5336000000000001,16.928571428571427,17.080000000000002
1,1463.4423,1539.4266,4,2,0.4002857142857143,0.4203333333333333,0.8211428571428572,0.684,0.4582857142857142,0.4431666666666667,0.5144285714285715,0.4638333333333334,0.5645714285714285,0.6446666666666667,16.557142857142857,18.03333333333333,1.4742857142857144,1.6683333333333332,104.17142857142856,106.61666666666666,0.512,0.5101666666666668,102.61428571428571,103.73333333333332,3.6857142857142855,-1.2500000000000004,106.3,102.51666666666668,101.17142857142856,99.53,16.372,15.954833333333337,2.642857142857144,-2.333333333333333,106.82857142857144,104.28333333333332,83.45285714285716,81.06166666666667,100.14285714285714,97.27333333333333,0.558,0.537,16.44285714285714,16.2
1,1405.5155,1588.0656,4,2,0.4374285714285714,0.2718333333333333,0.7025714285714286,0.737,0.4787142857142857,0.4481666666666666,0.5525714285714286,0.4705,0.6292857142857143,0.5033333333333333,18.185714285714287,14.516666666666666,1.282857142857143,1.3083333333333336,95.17142857142856,106.0,0.5485714285714286,0.4841666666666667,92.7714285714286,105.88333333333334,8.442857142857141,-2.1,101.2142857142857,103.76666666666668,102.37428571428572,96.075,19.70285714285714,16.376833333333334,5.6000000000000005,-0.5333333333333333,100.75714285714284,105.46666666666668,84.34571428571428,79.365,101.21428571428572,95.23666666666668,0.5712857142857143,0.5260000000000001,19.65714285714285,16.7
1,1437.0068,1469.6475,3,3,0.391,0.4282857142857143,0.6986249999999999,0.8248571428571428,0.405,0.4347142857142857,0.42175,0.5141428571428571,0.63675,0.5865714285714285,16.5125,16.499999999999996,1.4387500000000002,1.5971428571428572,105.1,100.85714285714285,0.463375,0.468,103.725,100.5142857142857,-9.2125,0.2571428571428567,94.4875,100.75714285714288,102.7725,94.80857142857144,15.849375000000002,14.685142857142855,-8.7,1.0714285714285712,96.3875,101.94285714285716,84.21875,78.39428571428572,101.0625,94.07142857142856,0.496125,0.5147142857142857,16.1875,14.9
1,1435.2303,1352.2711,3,2,0.3911249999999999,0.4126666666666667,0.6952499999999999,0.7745000000000001,0.46175,0.4361666666666666,0.49175,0.4556666666666666,0.538375,0.5891666666666667,15.75,16.250000000000004,1.185,1.4466666666666663,101.05,105.86666666666666,0.50675,0.4915,98.4375,105.88333333333334,1.2625000000000002,-6.433333333333334,99.6875,99.45,99.78125,94.69,17.722875000000002,17.0005,1.075000000000001,-5.533333333333334,102.1375,100.31666666666666,81.03,78.47166666666666,97.23625,94.16666666666669,0.53525,0.5343333333333334,18.225,17.3
1,1561.0818,1439.5999,4,5,0.33475,0.31225,0.714,0.680375,0.4656249999999999,0.47,0.479875,0.5762499999999999,0.58075,0.5155,16.975,13.975,1.29125,0.9625,104.65,102.6375,0.5078750000000001,0.522125,102.8125,99.45,-3.525,5.125,99.3,104.55,101.52875,100.55125,17.722375,19.06125,-3.3125,2.8,101.3375,105.4375,82.95875000000001,82.05875,99.55125,98.47,0.5373749999999999,0.5683750000000001,18.125,19.225
0,1351.5477,1482.7271,4,3,0.300625,0.287,0.79325,0.6934285714285714,0.4682499999999999,0.4178571428571428,0.493625,0.4655714285714286,0.492375,0.5447142857142858,14.7625,14.328571428571426,1.19,1.4014285714285717,103.5,105.01428571428572,0.500125,0.4458571428571428,101.325,102.62857142857142,-1.5624999999999996,-6.514285714285715,99.7625,96.11428571428571,95.84,94.48571428571428,18.13325,14.849285714285712,-1.125,-5.428571428571429,102.375,99.58571428571427,77.96875,76.42857142857143,93.5625,91.71428571428572,0.539,0.4978571428571428,18.5625,15.385714285714286
